node2	node1	estimate	edges
X53	X50	-1.8594774834640545e-16	X50-X53
X53	X51	-7.395852742796727e-15	X51-X53
X53	X52	9.306315947546517e-15	X52-X53
X53	X53	0.9999999999999957	X53-X53
X53	X7	6.596051521463091e-15	X7-X53
X53	X70	-1.0489818169968363e-14	X70-X53
X53	X74	-7.07899320109883e-15	X74-X53
X53	X75	-9.442154151987067e-15	X75-X53
X54	X15	4.778096008235515e-16	X15-X54
X54	X2	-1.0593742217990427e-16	X2-X54
X54	X22	-7.382966917018875e-16	X22-X54
X54	X24	3.493351855957258e-17	X24-X54
X54	X30	-4.647082409277446e-16	X30-X54
X54	X32	2.0471022578808446e-16	X32-X54
X54	X33	4.607270223946944e-16	X33-X54
X54	X34	4.6113019269449544e-18	X34-X54
X54	X36	-6.340794626622193e-16	X36-X54
X54	X37	-7.412622798104024e-16	X37-X54
X54	X38	4.699389608121327e-16	X38-X54
X54	X39	-4.683278335439408e-16	X39-X54
X54	X4	-8.449718240607503e-18	X4-X54
X54	X41	9.285141434236121e-17	X41-X54
X54	X42	-1.1911457451211888e-16	X42-X54
X54	X45	-2.0508978235002735e-16	X45-X54
X54	X47	-4.0075346960915386e-16	X47-X54
X54	X48	-3.845299813129467e-16	X48-X54
X54	X53	-1.0089763651483026e-17	X53-X54
X54	X54	1.0000000000000058	X54-X54
X54	X61	6.16086061087174e-17	X61-X54
X54	X85	-4.6799446982208266e-17	X85-X54
X55	X10	-5.3273395599117584e-14	X10-X55
X55	X11	-1.3370495111793892e-16	X11-X55
X55	X12	-2.628678478094234e-15	X12-X55
X55	X13	2.4054002954572452e-14	X13-X55
X55	X14	1.9341140734622353e-14	X14-X55
X55	X15	2.065648160324914e-13	X15-X55
X55	X17	2.0476198738247622e-14	X17-X55
X55	X19	-1.3226490576635507e-14	X19-X55
X55	X21	9.640129150469209e-14	X21-X55
X55	X22	-1.0775774235033735e-14	X22-X55
X55	X23	-1.0833616431352479e-14	X23-X55
X55	X24	-1.7913544406886805e-15	X24-X55
X55	X25	-8.517335940787516e-15	X25-X55
X55	X26	-1.0178242399971935e-15	X26-X55
X55	X28	2.5928579084098237e-15	X28-X55
X55	X29	-1.926488119081968e-14	X29-X55
X55	X3	-3.0453634907766963e-15	X3-X55
X55	X31	2.70464020921453e-15	X31-X55
X55	X33	-2.0418442492032324e-14	X33-X55
X55	X35	6.588786565012401e-15	X35-X55
X55	X36	1.0075819459046647e-14	X36-X55
X55	X37	-8.24356355712168e-15	X37-X55
X55	X38	-1.210201464502073e-14	X38-X55
X55	X39	6.176808991357524e-15	X39-X55
X55	X4	-2.496803525483512e-16	X4-X55
X55	X41	-3.1767059854237952e-15	X41-X55
X55	X42	1.0572211468582942e-15	X42-X55
X55	X43	4.433717866244972e-15	X43-X55
X55	X47	3.534865241509919e-15	X47-X55
X55	X49	-8.514439674829208e-16	X49-X55
X55	X5	4.500971701085356e-16	X5-X55
X55	X50	-7.969028608005894e-17	X50-X55
X55	X51	4.097729067648691e-15	X51-X55
X55	X52	-2.7072919120135324e-14	X52-X55
X55	X55	1.0000000000000004	X55-X55
X55	X69	6.222768984931286e-16	X69-X55
X55	X7	-3.3402032477680557e-15	X7-X55
X55	X73	2.803748378950863e-15	X73-X55
X55	X77	2.648286183236419e-16	X77-X55
X55	X87	-3.4682939136399986e-15	X87-X55
X55	X89	4.036029610847095e-15	X89-X55
X55	X93	-3.4039580675289695e-15	X93-X55
X55	X94	-2.7946732685906766e-15	X94-X55
X55	X96	2.0084573500357823e-15	X96-X55
X56	X17	-1.1280146960568885e-16	X17-X56
X56	X20	-6.270845529760264e-17	X20-X56
X56	X21	-1.0685175250108483e-16	X21-X56
X56	X23	9.293858884898136e-17	X23-X56
X56	X25	-9.371613116912423e-17	X25-X56
X56	X29	2.266181997815878e-16	X29-X56
X56	X3	-6.233474707290426e-17	X3-X56
X56	X31	2.3256873430682285e-17	X31-X56
X56	X32	9.742517307917924e-17	X32-X56
X56	X33	-2.719712816756177e-16	X33-X56
X56	X34	-1.5845163743919123e-18	X34-X56
X56	X36	-1.3967141412119428e-16	X36-X56
X56	X4	5.945984147189893e-18	X4-X56
X56	X43	-2.332168432409385e-16	X43-X56
X56	X46	-1.274937153581733e-16	X46-X56
X56	X48	-9.71273637017687e-17	X48-X56
X56	X51	-7.645080137875231e-17	X51-X56
X56	X52	-1.4869089629619882e-16	X52-X56
X56	X53	7.61560107467572e-18	X53-X56
X56	X54	-1.6466049364569302e-16	X54-X56
X56	X56	1.0000000000000018	X56-X56
X56	X61	-2.616887414241409e-17	X61-X56
X56	X8	-3.8463452517421304e-17	X8-X56
X56	X93	-8.800703497221821e-17	X93-X56
X57	X10	-8.898921377173913e-15	X10-X57
X57	X100	4.9359777002036945e-17	X100-X57
X57	X11	-2.771131325300869e-17	X11-X57
X57	X12	-4.241596656110795e-16	X12-X57
X57	X13	7.422819311136552e-14	X13-X57
X57	X14	1.1962679854871944e-15	X14-X57
X57	X15	4.173761076379875e-15	X15-X57
X57	X17	-3.0049550381233736e-15	X17-X57
X57	X19	-2.547664740992687e-15	X19-X57
X57	X20	-8.197262507811468e-16	X20-X57
X57	X22	-1.8115079889119026e-15	X22-X57
X57	X23	-1.9001345510822804e-15	X23-X57
X57	X24	-5.335046790124741e-16	X24-X57
X57	X25	-6.707031939508447e-16	X25-X57
X57	X26	7.274832427230725e-17	X26-X57
X57	X28	-8.813192754762626e-16	X28-X57
X57	X29	2.5198082727200174e-15	X29-X57
X57	X31	3.246539001128813e-16	X31-X57
X57	X32	9.514854242367412e-16	X32-X57
X57	X33	-1.6593427136512784e-15	X33-X57
X57	X34	-4.656459613457207e-17	X34-X57
X57	X35	1.3744420978800968e-15	X35-X57
X57	X36	3.133572314636781e-15	X36-X57
X57	X39	1.7274489620451105e-15	X39-X57
X57	X4	4.005599199708254e-17	X4-X57
X57	X41	-4.690456139499971e-16	X41-X57
X57	X48	5.934267426409895e-16	X48-X57
X57	X5	-3.1888615659869416e-17	X5-X57
X57	X50	-6.151541659375955e-17	X50-X57
X57	X54	1.0322210572306145e-15	X54-X57
X57	X56	1.2586660381170079e-15	X56-X57
X57	X57	0.9999999999999982	X57-X57
X57	X61	-1.5429544439699827e-16	X61-X57
X57	X62	-6.652375744337263e-16	X62-X57
X57	X8	-2.737632652772405e-16	X8-X57
X57	X88	8.753014463871922e-16	X88-X57
X58	X1	-2.9693227314522566e-16	X1-X58
X58	X13	8.895602345822043e-17	X13-X58
X58	X14	-2.416910703621762e-16	X14-X58
X58	X15	-2.0502954687417323e-16	X15-X58
X58	X17	3.60379977114446e-16	X17-X58
X58	X2	1.1114642489270086e-16	X2-X58
X58	X22	2.503690089814033e-16	X22-X58
X58	X23	-5.701352322175854e-16	X23-X58
X58	X25	1.290618477984922e-16	X25-X58
X58	X26	-1.0805188660313286e-17	X26-X58
X58	X28	3.081451015323366e-16	X28-X58
X58	X30	-3.60883023116742e-16	X30-X58
X58	X31	-6.096629363093074e-17	X31-X58
X58	X32	-2.721908016972911e-16	X32-X58
X58	X33	-1.7696775565598856e-16	X33-X58
X58	X36	4.375093706761508e-16	X36-X58
X58	X38	-4.597854932142026e-16	X38-X58
X58	X39	-2.920490277024445e-16	X39-X58
X58	X4	-4.801528832639774e-18	X4-X58
X58	X41	4.0444385673036406e-17	X41-X58
X58	X42	1.2311642650807717e-16	X42-X58
X58	X44	4.549245769669627e-18	X44-X58
X58	X45	-1.8663890786192313e-16	X45-X58
X58	X48	3.060362760053069e-16	X48-X58
X58	X50	-8.266143909282561e-17	X50-X58
X58	X51	-1.227170863769325e-16	X51-X58
X58	X53	-4.96241719533237e-18	X53-X58
X58	X56	-2.2549078656884293e-16	X56-X58
X58	X58	1.0000000000000007	X58-X58
X58	X88	-1.655501367768096e-16	X88-X58
X59	X1	1.1952753116916919e-16	X1-X59
X59	X13	-3.7099103959305354e-17	X13-X59
X59	X14	-8.189388984818637e-17	X14-X59
X59	X22	1.194263206739034e-16	X22-X59
X59	X28	-5.697900158249728e-17	X28-X59
X59	X32	5.629777113458359e-17	X32-X59
X59	X33	-6.520660709496806e-17	X33-X59
X59	X35	-9.994518195186923e-17	X35-X59
X59	X39	-6.241748470816546e-17	X39-X59
X59	X47	-4.937034692600786e-17	X47-X59
X59	X51	6.077855955003373e-17	X51-X59
X59	X53	2.7813336220579717e-18	X53-X59
X59	X59	0.9999999999999989	X59-X59
X59	X75	6.981304312927416e-17	X75-X59
X59	X83	7.532741083570584e-17	X83-X59
X6	X1	-3.398850580181691e-15	X1-X6
X6	X10	-1.4716369746119667e-14	X10-X6
X6	X15	1.7177199888615027e-13	X15-X6
X6	X17	-7.074780010089833e-15	X17-X6
X6	X19	-7.175122635476309e-15	X19-X6
X6	X2	9.24481184141837e-16	X2-X6
X6	X21	2.9981361518315e-14	X21-X6
X6	X23	4.562730915287362e-15	X23-X6
X6	X24	2.231731989433874e-16	X24-X6
X6	X25	-1.8674617329433555e-15	X25-X6
X6	X29	7.965474209450081e-15	X29-X6
X6	X30	2.712140170632065e-15	X30-X6
X6	X32	-2.0863762333209802e-15	X32-X6
X6	X34	3.173106528597854e-17	X34-X6
X6	X36	-1.8226454685671065e-15	X36-X6
X6	X37	8.090551497686046e-15	X37-X6
X6	X38	-3.3784838463713508e-15	X38-X6
X6	X4	-1.287475335793404e-16	X4-X6
X6	X40	6.405223288268768e-16	X40-X6
X6	X41	3.829970087578808e-16	X41-X6
X6	X42	1.0210649402550618e-15	X42-X6
X6	X48	2.195810429973609e-15	X48-X6
X6	X49	-3.099600649262551e-16	X49-X6
X6	X52	8.097545833646265e-15	X52-X6
X6	X56	-1.570592870106197e-15	X56-X6
X6	X57	4.811491346144484e-15	X57-X6
X6	X59	-1.851090127243966e-15	X59-X6
X6	X6	0.999999999999998	X6-X6
X6	X83	-2.068685772759134e-15	X83-X6
X60	X1	3.174217802651497e-17	X1-X60
X60	X10	-6.157688553037644e-17	X10-X60
X60	X100	5.415326257347741e-19	X100-X60
X60	X12	1.6190227154726546e-17	X12-X60
X60	X13	8.06876552528219e-16	X13-X60
X60	X14	-5.413251336527701e-16	X14-X60
X60	X15	1.1228980399342467e-14	X15-X60
X60	X17	-4.960487053042696e-16	X17-X60
X60	X18	4.3226093883595396e-17	X18-X60
X60	X19	1.183660913484445e-16	X19-X60
X60	X2	-4.878672750496771e-17	X2-X60
X60	X20	6.142149298721638e-17	X20-X60
X60	X21	9.927832787459407e-16	X21-X60
X60	X22	2.1886875246498318e-16	X22-X60
X60	X23	2.84629679274636e-16	X23-X60
X60	X24	1.9225203249663058e-17	X24-X60
X60	X25	1.3713277970755126e-16	X25-X60
X60	X26	-3.723796465091173e-18	X26-X60
X60	X28	5.04807643954003e-17	X28-X60
X60	X29	-5.049171165431369e-16	X29-X60
X60	X3	-3.778863504488812e-17	X3-X60
X60	X30	-4.0256716491052195e-17	X30-X60
X60	X33	1.5941075451164685e-16	X33-X60
X60	X34	3.0495263410998854e-18	X34-X60
X60	X35	-2.495574541538427e-16	X35-X60
X60	X36	-1.4061291922020799e-16	X36-X60
X60	X37	-7.7225153964006e-17	X37-X60
X60	X38	1.5498637975883057e-16	X38-X60
X60	X39	-1.3845740445894124e-16	X39-X60
X60	X4	1.858006764560316e-18	X4-X60
X60	X42	-3.818604017474084e-17	X42-X60
X60	X43	-1.6487854370286846e-16	X43-X60
X60	X45	-5.746665743823311e-17	X45-X60
X60	X46	1.5219661450051194e-16	X46-X60
X60	X48	-1.2201609047824867e-16	X48-X60
X60	X5	1.0984883825083495e-18	X5-X60
X60	X52	6.376300942784244e-17	X52-X60
X60	X53	-1.2720660812032706e-18	X53-X60
X60	X54	-7.481899452537907e-17	X54-X60
X60	X60	1	X60-X60
X61	X12	-1.8617351512863286e-18	X12-X61
X61	X13	1.402190827334268e-17	X13-X61
X61	X14	-1.1257583093608759e-17	X14-X61
X61	X15	1.2908946838906788e-16	X15-X61
X61	X17	-2.624201150159814e-16	X17-X61
X61	X19	5.843025032415749e-18	X19-X61
X61	X22	-5.1754624589483264e-17	X22-X61
X61	X23	7.841131582032002e-17	X23-X61
X61	X24	-1.754211679978662e-18	X24-X61
X61	X25	1.3714551848118168e-17	X25-X61
X61	X28	-9.733806068897128e-18	X28-X61
X61	X3	-7.759652147910901e-18	X3-X61
X61	X30	6.832926928339179e-18	X30-X61
X61	X31	2.6339658580078497e-18	X31-X61
X61	X33	-1.6189141175932316e-17	X33-X61
X61	X34	-2.975313160148731e-19	X34-X61
X61	X35	3.959909725813658e-17	X35-X61
X61	X36	2.086772288519706e-17	X36-X61
X61	X37	2.1244267240620356e-17	X37-X61
X61	X38	9.502989234833979e-18	X38-X61
X61	X39	1.3159186073052425e-17	X39-X61
X61	X43	1.76490542675104e-17	X43-X61
X61	X46	-1.488577941299893e-17	X46-X61
X61	X49	-1.2428587952457836e-18	X49-X61
X61	X52	5.878727483298671e-18	X52-X61
X61	X53	-1.2404650251413641e-18	X53-X61
X61	X54	1.1668316550784321e-17	X54-X61
X61	X61	1	X61-X61
X61	X87	9.969097793838596e-18	X87-X61
X62	X1	1.0957090938695999e-16	X1-X62
X62	X100	1.3011379212316378e-18	X100-X62
X62	X12	4.737739960584334e-17	X12-X62
X62	X13	-7.174236843571656e-17	X13-X62
X62	X14	6.550424913588091e-16	X14-X62
X62	X17	-3.291248435737733e-16	X17-X62
X62	X18	1.1865423493510117e-16	X18-X62
X62	X2	1.144495694555515e-16	X2-X62
X62	X22	1.0453416199143004e-16	X22-X62
X62	X24	3.8630440217080605e-17	X24-X62
X62	X25	-9.258209407035745e-17	X25-X62
X62	X26	1.3745921466396446e-17	X26-X62
X62	X27	-2.6653506245022997e-16	X27-X62
X62	X28	2.0131511135741241e-16	X28-X62
X62	X3	8.48838906027788e-17	X3-X62
X62	X30	-3.3725353253573694e-16	X30-X62
X62	X31	1.0294449613364249e-16	X31-X62
X62	X32	-1.6102501886439576e-16	X32-X62
X62	X37	-3.7582748712976016e-16	X37-X62
X62	X38	-2.48062844548205e-16	X38-X62
X62	X39	-4.1275651047458366e-16	X39-X62
X62	X4	5.3221232726648445e-18	X4-X62
X62	X41	-9.779095015655117e-17	X41-X62
X62	X42	1.0074008796584111e-16	X42-X62
X62	X43	-2.8361662147352174e-16	X43-X62
X62	X44	-8.424082298969308e-18	X44-X62
X62	X47	-1.383285623072591e-16	X47-X62
X62	X48	2.711655320132375e-16	X48-X62
X62	X51	1.1231250396684713e-16	X51-X62
X62	X54	2.0405371438132968e-16	X54-X62
X62	X57	2.1809264175755952e-16	X57-X62
X62	X58	2.1999349331623482e-17	X58-X62
X62	X59	-1.9542004869681852e-16	X59-X62
X62	X61	-4.179279279672981e-17	X61-X62
X62	X62	0.9999999999999972	X62-X62
X62	X70	-1.7886245811943955e-16	X70-X62
X63	X13	2.867946279913136e-17	X13-X63
X63	X14	2.0953196457907846e-16	X14-X63
X63	X22	-1.1080024604044488e-16	X22-X63
X63	X25	6.154547360523067e-17	X25-X63
X63	X28	-2.1879935052764568e-16	X28-X63
X63	X3	-5.302005753141881e-17	X3-X63
X63	X32	6.801087790481648e-17	X32-X63
X63	X33	6.33511174212136e-17	X33-X63
X63	X34	-1.6393940785870486e-18	X34-X63
X63	X4	-3.0921695327583757e-18	X4-X63
X63	X41	-3.243818684407479e-17	X41-X63
X63	X42	-2.6800483763762537e-17	X42-X63
X63	X45	-1.1034329303763419e-16	X45-X63
X63	X46	1.0835660514295244e-16	X46-X63
X63	X47	-4.916638233738432e-17	X47-X63
X63	X48	-4.093470274778442e-17	X48-X63
X63	X50	1.5962522808645754e-18	X50-X63
X63	X53	1.9669204709928314e-18	X53-X63
X63	X59	1.2979189816692568e-16	X59-X63
X63	X63	0.9999999999999984	X63-X63
X63	X70	1.038139396141665e-16	X70-X63
X64	X10	7.742289774835216e-16	X10-X64
X64	X100	-8.179600167498667e-18	X100-X64
X64	X11	3.1342736054894525e-18	X11-X64
X64	X13	1.6131749878113122e-17	X13-X64
X64	X14	-1.0946816616921482e-16	X14-X64
X64	X15	-2.259703508097643e-16	X15-X64
X64	X17	4.69270870807485e-17	X17-X64
X64	X18	-1.30207819082423e-17	X18-X64
X64	X19	4.525576893513204e-17	X19-X64
X64	X21	-1.279666104218539e-16	X21-X64
X64	X24	3.1622784038378524e-18	X24-X64
X64	X25	1.2754246466571293e-17	X25-X64
X64	X26	-4.708853641264504e-18	X26-X64
X64	X3	-2.048764542655411e-17	X3-X64
X64	X31	-2.5705765408588257e-17	X31-X64
X64	X33	-1.809897293372746e-17	X33-X64
X64	X36	8.160535851854982e-17	X36-X64
X64	X38	3.171222599358075e-17	X38-X64
X64	X39	-4.928809430982312e-17	X39-X64
X64	X4	-2.269879735329618e-18	X4-X64
X64	X41	1.5176440649983873e-17	X41-X64
X64	X42	6.732150566584285e-18	X42-X64
X64	X44	2.2855276958613503e-18	X44-X64
X64	X48	1.2341110621390608e-17	X48-X64
X64	X5	1.675167516248127e-18	X5-X64
X64	X53	-9.723335426377835e-19	X53-X64
X64	X64	1	X64-X64
X64	X98	-2.0091140632967244e-17	X98-X64
X65	X10	1.317293911062712e-16	X10-X65
X65	X17	8.335743456571174e-17	X17-X65
X65	X18	-1.0770636660543136e-16	X18-X65
X65	X22	1.1441898863569803e-16	X22-X65
X65	X27	1.298540602720928e-16	X27-X65
X65	X30	1.0937188998432682e-16	X30-X65
X65	X31	2.6945476666982094e-17	X31-X65
X65	X32	-7.245024654431953e-17	X32-X65
X65	X33	1.0870043022743362e-16	X33-X65
X65	X35	1.1438952222665184e-16	X35-X65
X65	X37	-9.522213648367412e-17	X37-X65
X65	X39	-1.513421673695326e-16	X39-X65
X65	X4	5.933988331927337e-18	X4-X65
X65	X41	-2.6676696255563577e-17	X41-X65
X65	X43	-1.3205188988757712e-16	X43-X65
X65	X45	-1.03941725221888e-16	X45-X65
X65	X47	-1.155505579329243e-16	X47-X65
X65	X48	-1.4040673763041477e-16	X48-X65
X65	X50	4.036345105074033e-18	X50-X65
X65	X56	-1.1783508139722877e-16	X56-X65
X65	X57	-8.869334169579466e-17	X57-X65
X65	X62	-1.1311034441138674e-16	X62-X65
X65	X65	0.9999999999999978	X65-X65
X65	X78	6.67030304127845e-19	X78-X65
X65	X91	-6.494712358269669e-18	X91-X65
X66	X100	-1.978106487337657e-18	X100-X66
X66	X13	-1.7972327207789282e-16	X13-X66
X66	X14	5.801097257402313e-16	X14-X66
X66	X17	2.6973219475706757e-16	X17-X66
X66	X2	8.417608780239349e-17	X2-X66
X66	X23	3.002510153881051e-16	X23-X66
X66	X25	1.238841740896773e-16	X25-X66
X66	X26	-1.4608605079033426e-17	X26-X66
X66	X28	-3.982936303905938e-16	X28-X66
X66	X3	1.995277854245018e-16	X3-X66
X66	X34	-3.872945044712221e-18	X34-X66
X66	X35	-6.823062587624451e-16	X35-X66
X66	X38	5.248813384402992e-16	X38-X66
X66	X39	3.070803770697547e-16	X39-X66
X66	X4	-2.6744098175589542e-17	X4-X66
X66	X40	-9.748969399504692e-17	X40-X66
X66	X41	1.0733236960462887e-16	X41-X66
X66	X42	9.061330765486167e-17	X42-X66
X66	X44	6.468893982215838e-18	X44-X66
X66	X47	-5.154536544929987e-16	X47-X66
X66	X48	-4.560899170379149e-16	X48-X66
X66	X51	-2.0222604209493191e-16	X51-X66
X66	X56	4.770252157093044e-16	X56-X66
X66	X62	3.246336491279898e-16	X62-X66
X66	X63	-6.033448373388927e-16	X63-X66
X66	X66	1.0000000000000053	X66-X66
X66	X78	1.8916287527545962e-18	X78-X66
X66	X80	-1.576900773979271e-16	X80-X66
X66	X91	-1.8848945035653508e-17	X91-X66
X67	X1	-1.3297117652931431e-17	X1-X67
X67	X10	2.2724608229958543e-17	X10-X67
X67	X13	1.2017852706081848e-17	X13-X67
X67	X14	-3.8203976045249515e-17	X14-X67
X67	X15	-8.9928004912558e-18	X15-X67
X67	X17	-7.41974708684671e-18	X17-X67
X67	X18	-7.539625157936732e-18	X18-X67
X67	X21	-2.6663815798995918e-17	X21-X67
X67	X23	2.6597884603173132e-17	X23-X67
X67	X24	-1.1738765575610803e-18	X24-X67
X67	X27	1.3457277296603586e-17	X27-X67
X67	X28	-1.0966238534392503e-17	X28-X67
X67	X29	3.4406902277065453e-17	X29-X67
X67	X3	-7.480324673209287e-18	X3-X67
X67	X30	8.367296676742175e-18	X30-X67
X67	X31	-4.01553543077353e-18	X31-X67
X67	X32	9.482238827942135e-18	X32-X67
X67	X33	2.0690376840617236e-17	X33-X67
X67	X35	-8.057346133664324e-18	X35-X67
X67	X36	-1.3722652638560789e-17	X36-X67
X67	X38	-3.743485116103579e-17	X38-X67
X67	X39	-5.506703033122084e-18	X39-X67
X67	X4	5.182499131421694e-19	X4-X67
X67	X40	4.705893199953705e-18	X40-X67
X67	X41	2.220662473617124e-18	X41-X67
X67	X43	-1.7347711707062785e-17	X43-X67
X67	X45	8.376404576159066e-18	X45-X67
X67	X46	-1.956503885540738e-17	X46-X67
X67	X47	-9.33021343129073e-18	X47-X67
X67	X48	-5.083969179664316e-18	X48-X67
X67	X50	-2.568392832874042e-19	X50-X67
X67	X51	-9.316655189042994e-18	X51-X67
X67	X52	-4.098001086141635e-18	X52-X67
X67	X53	-1.8260648037186566e-19	X53-X67
X67	X57	-1.479752867367257e-17	X57-X67
X67	X58	1.518452516118816e-18	X58-X67
X67	X59	2.5270072630451846e-17	X59-X67
X67	X6	1.6349624231763283e-18	X6-X67
X67	X62	2.4358797517543913e-17	X62-X67
X67	X66	1.004604110718075e-17	X66-X67
X67	X67	1.0000000000000002	X67-X67
X67	X68	-5.4584395280131504e-18	X68-X67
X67	X75	-1.0631018902691855e-17	X75-X67
X67	X78	-4.612149311886791e-20	X78-X67
X67	X83	-1.0522162068747699e-17	X83-X67
X67	X91	4.848854267263295e-19	X91-X67
X68	X1	6.437893614157504e-16	X1-X68
X68	X14	-9.328370807735216e-17	X14-X68
X68	X15	-1.5792971941063293e-16	X15-X68
X68	X17	5.710655591392897e-17	X17-X68
X68	X18	-4.83066776582951e-17	X18-X68
X68	X19	4.256869448103415e-17	X19-X68
X68	X2	4.688964047412366e-17	X2-X68
X68	X22	-4.6929087748831366e-17	X22-X68
X68	X23	8.033942843220544e-17	X23-X68
X68	X27	9.384202172278609e-17	X27-X68
X68	X28	1.6789936859767694e-16	X28-X68
X68	X30	1.9097907359199599e-16	X30-X68
X68	X31	-1.747964886435506e-17	X31-X68
X68	X32	-1.2263227479061772e-16	X32-X68
X68	X33	-1.006631060453986e-16	X33-X68
X68	X35	7.093815489905647e-17	X35-X68
X68	X38	1.02822314793349e-16	X38-X68
X68	X4	-2.9482472213747336e-18	X4-X68
X68	X41	2.9291522287338514e-17	X41-X68
X68	X42	4.5946428735565955e-17	X42-X68
X68	X43	-9.354575379601909e-17	X43-X68
X68	X45	-1.4653540453973314e-16	X45-X68
X68	X47	-7.431730116166979e-17	X47-X68
X68	X48	1.3236823467572925e-16	X48-X68
X68	X50	-2.987635969253674e-18	X50-X68
X68	X51	-5.044996288728082e-16	X51-X68
X68	X53	3.551706885885039e-18	X53-X68
X68	X54	1.6941148879027633e-16	X54-X68
X68	X57	-4.8419021262032776e-17	X57-X68
X68	X58	1.7338178653715123e-17	X58-X68
X68	X62	-8.904097396481406e-17	X62-X68
X68	X63	6.345007437200128e-17	X63-X68
X68	X66	-6.444528877781746e-17	X66-X68
X68	X67	9.466451900783238e-17	X67-X68
X68	X68	0.9999999999999991	X68-X68
X68	X91	2.9541682233244864e-18	X91-X68
X69	X1	-1.1350140937628367e-14	X1-X69
X69	X13	3.929578835975011e-15	X13-X69
X69	X14	-8.143571276063887e-15	X14-X69
X69	X17	1.133810042532166e-14	X17-X69
X69	X21	-1.137536240342973e-14	X21-X69
X69	X22	7.209868588538698e-15	X22-X69
X69	X23	-4.502871751925054e-14	X23-X69
X69	X24	-5.162754399821786e-16	X24-X69
X69	X27	-7.741933593020936e-15	X27-X69
X69	X3	-7.508661507740036e-15	X3-X69
X69	X30	-1.7916405541154985e-14	X30-X69
X69	X32	-9.152511352873986e-15	X32-X69
X69	X33	-8.473145900101032e-15	X33-X69
X69	X35	-1.4835711080770183e-14	X35-X69
X69	X36	1.1610177147564419e-14	X36-X69
X69	X37	8.592153552172625e-15	X37-X69
X69	X39	-1.710177030134241e-14	X39-X69
X69	X40	2.1506227219599613e-15	X40-X69
X69	X41	2.7815716498359864e-15	X41-X69
X69	X43	1.7668843001849477e-14	X43-X69
X69	X46	7.806920365533507e-15	X46-X69
X69	X48	5.295675710091522e-15	X48-X69
X69	X51	2.361040327523088e-14	X51-X69
X69	X52	-4.556000327589113e-15	X52-X69
X69	X56	2.3855962946553695e-14	X56-X69
X69	X59	8.265589822560907e-15	X59-X69
X69	X65	1.4185171303268965e-14	X65-X69
X69	X68	2.4092663489030963e-14	X68-X69
X69	X69	0.9999999999999928	X69-X69
X7	X1	7.920894325962798e-17	X1-X7
X7	X10	5.524722992639449e-16	X10-X7
X7	X15	2.103233516165129e-15	X15-X7
X7	X17	1.9628195532374487e-16	X17-X7
X7	X19	1.992797815668033e-16	X19-X7
X7	X2	4.574548689951357e-17	X2-X7
X7	X21	-1.6078565498185258e-15	X21-X7
X7	X22	-8.949907013140886e-17	X22-X7
X7	X25	-7.916670026359954e-17	X25-X7
X7	X28	-9.04756888294528e-17	X28-X7
X7	X30	-1.065593403999559e-16	X30-X7
X7	X35	7.399043343570094e-17	X35-X7
X7	X39	1.093251837900027e-16	X39-X7
X7	X42	3.672780113434232e-17	X42-X7
X7	X43	-1.7522779327906773e-16	X43-X7
X7	X45	-7.05114161259861e-17	X45-X7
X7	X48	1.292093995653112e-16	X48-X7
X7	X51	-1.3616940201442898e-16	X51-X7
X7	X52	7.487654303570482e-16	X52-X7
X7	X53	4.5166682349353834e-18	X53-X7
X7	X59	-1.0828277567916226e-16	X59-X7
X7	X6	2.587341777771525e-17	X6-X7
X7	X62	-1.279267090918844e-16	X62-X7
X7	X68	-1.5610468431733033e-16	X68-X7
X7	X7	1.0000000000000022	X7-X7
X70	X1	-7.588830371139213e-17	X1-X70
X70	X12	1.6564142416999265e-17	X12-X70
X70	X13	1.661831105761076e-16	X13-X70
X70	X17	-1.4881852517119309e-16	X17-X70
X70	X18	-3.6446454547746286e-17	X18-X70
X70	X2	3.974699290695444e-17	X2-X70
X70	X22	-7.305962898121829e-17	X22-X70
X70	X25	-6.629526535443153e-17	X25-X70
X70	X26	7.235803165061986e-18	X26-X70
X70	X3	-5.078535618893511e-16	X3-X70
X70	X31	1.6493594481115733e-17	X31-X70
X70	X33	5.946411393959602e-17	X33-X70
X70	X34	-8.680461928635121e-19	X34-X70
X70	X36	-7.501678247617765e-17	X36-X70
X70	X40	5.422121948985425e-17	X40-X70
X70	X42	1.4500251974021324e-17	X42-X70
X70	X43	1.2870252374662192e-16	X43-X70
X70	X47	7.611243456984656e-17	X47-X70
X70	X48	4.3632460582185265e-17	X48-X70
X70	X51	9.716597344949286e-17	X51-X70
X70	X53	1.650925746935563e-17	X53-X70
X70	X64	5.4613818709681785e-17	X64-X70
X70	X65	-9.37239270331728e-17	X65-X70
X70	X68	1.2183156898028047e-16	X68-X70
X70	X70	1.0000000000000022	X70-X70
X71	X1	2.6966463562166926e-16	X1-X71
X71	X12	5.04319987842469e-17	X12-X71
X71	X13	-1.0604644594853687e-16	X13-X71
X71	X14	-6.028200487235947e-16	X14-X71
X71	X17	2.4286725631689293e-16	X17-X71
X71	X28	6.142596896522153e-16	X28-X71
X71	X29	-7.655264074213217e-16	X29-X71
X71	X30	-5.346169386931926e-16	X30-X71
X71	X32	2.393364339501983e-16	X32-X71
X71	X33	6.229540970626059e-16	X33-X71
X71	X34	9.217023938834594e-18	X34-X71
