node2	node1	estimate	edges
X71	X36	-6.504043851678671e-16	X36-X71
X71	X38	-3.8002579788099507e-16	X38-X71
X71	X4	1.622207300764369e-17	X4-X71
X71	X41	-5.551527055944052e-17	X41-X71
X71	X44	8.204493281119535e-18	X44-X71
X71	X46	-2.7047726741012094e-16	X46-X71
X71	X47	-3.4744185306324224e-16	X47-X71
X71	X49	-2.6281065732891575e-16	X49-X71
X71	X5	-1.1113239190828257e-17	X5-X71
X71	X51	-2.908101655544e-16	X51-X71
X71	X52	2.427330664532964e-16	X52-X71
X71	X54	4.445951594379871e-16	X54-X71
X71	X58	-1.328121461273731e-16	X58-X71
X71	X61	1.1780673723368944e-16	X61-X71
X71	X63	7.089474164180694e-16	X63-X71
X71	X65	3.240668239334708e-16	X65-X71
X71	X67	2.5629845545319347e-16	X67-X71
X71	X68	-4.693163609558609e-16	X68-X71
X71	X69	3.058511723316861e-17	X69-X71
X71	X71	1.0000000000000073	X71-X71
X71	X82	5.060405679992762e-17	X82-X71
X72	X1	-1.6586144071979003e-16	X1-X72
X72	X14	-6.153321365482987e-16	X14-X72
X72	X18	2.309438688814285e-16	X18-X72
X72	X22	-2.1379423371146185e-16	X22-X72
X72	X23	2.3920716514101196e-16	X23-X72
X72	X24	1.8153459194365782e-17	X24-X72
X72	X25	3.8344939452452554e-16	X25-X72
X72	X26	-2.230700944416221e-17	X26-X72
X72	X27	-4.032740575611083e-16	X27-X72
X72	X28	6.548880319239348e-16	X28-X72
X72	X29	6.420497293038553e-16	X29-X72
X72	X3	2.1150848841907375e-16	X3-X72
X72	X30	-7.044778633340679e-16	X30-X72
X72	X31	-6.397228259415208e-17	X31-X72
X72	X33	-3.1132038440726726e-15	X33-X72
X72	X34	-1.1600672358838879e-17	X34-X72
X72	X35	3.590209024937232e-16	X35-X72
X72	X36	-8.118416620487268e-16	X36-X72
X72	X38	-2.817118076845433e-16	X38-X72
X72	X39	5.446138986258099e-16	X39-X72
X72	X4	9.605115803457601e-18	X4-X72
X72	X43	-9.186950172951993e-16	X43-X72
X72	X44	9.724334321151338e-18	X44-X72
X72	X45	-3.3584386867385574e-16	X45-X72
X72	X46	7.313593270655142e-16	X46-X72
X72	X48	2.936142477335536e-16	X48-X72
X72	X49	-4.7975873996247266e-17	X49-X72
X72	X50	-4.987181019511177e-18	X50-X72
X72	X51	5.092460100254417e-16	X51-X72
X72	X52	2.5883614791636146e-16	X52-X72
X72	X53	6.587553351802657e-18	X53-X72
X72	X54	-1.4351304481620227e-16	X54-X72
X72	X56	-2.2285242552118494e-16	X56-X72
X72	X59	2.352956985940842e-16	X59-X72
X72	X60	5.261568662287709e-17	X60-X72
X72	X61	-2.4999938932944484e-16	X61-X72
X72	X62	1.6978808271497803e-16	X62-X72
X72	X63	-4.927903593360988e-16	X63-X72
X72	X64	-1.9382959118186585e-16	X64-X72
X72	X66	-5.793728288834513e-16	X66-X72
X72	X67	4.664527163882813e-16	X67-X72
X72	X68	4.3257971432152733e-16	X68-X72
X72	X69	2.471641921069968e-17	X69-X72
X72	X7	4.2217854394018076e-16	X7-X72
X72	X70	7.373414371399436e-16	X70-X72
X72	X71	1.0467877161195609e-15	X71-X72
X72	X72	1.0000000000000007	X72-X72
X72	X8	-7.110229871250356e-17	X8-X72
X72	X82	3.607411928685306e-17	X82-X72
X73	X1	2.319364392731026e-16	X1-X73
X73	X100	-5.444417641792069e-19	X100-X73
X73	X12	-2.019049865244306e-17	X12-X73
X73	X15	1.0599920701618055e-16	X15-X73
X73	X2	-3.695822051634279e-17	X2-X73
X73	X22	-1.6097722386339635e-16	X22-X73
X73	X24	-9.47449651334402e-18	X24-X73
X73	X25	4.889326164052109e-17	X25-X73
X73	X28	1.9170194934825047e-16	X28-X73
X73	X30	-1.5646535431190615e-16	X30-X73
X73	X33	6.992926610366551e-17	X33-X73
X73	X39	8.856025437244193e-17	X39-X73
X73	X41	1.96730401841016e-17	X41-X73
X73	X42	-1.7641252342550698e-17	X42-X73
X73	X43	7.765731267278024e-17	X43-X73
X73	X48	-9.622066698715005e-17	X48-X73
X73	X53	3.496417210270472e-18	X53-X73
X73	X57	-6.410322689012558e-17	X57-X73
X73	X61	2.1239616154699017e-17	X61-X73
X73	X65	1.794753751454664e-16	X65-X73
X73	X66	1.3225580375312586e-16	X66-X73
X73	X67	8.94675289440701e-17	X67-X73
X73	X68	-1.1534299724649353e-16	X68-X73
X73	X7	7.433011754172975e-17	X7-X73
X73	X70	1.1629306205138218e-16	X70-X73
X73	X73	0.9999999999999982	X73-X73
X73	X8	2.959764288865896e-17	X8-X73
X73	X81	-2.892824237159722e-17	X81-X73
X74	X10	5.106181095063496e-17	X10-X74
X74	X12	-9.014398204337283e-18	X12-X74
X74	X17	-4.776648284281657e-17	X17-X74
X74	X18	-2.99536258431351e-17	X18-X74
X74	X21	-5.130157422727337e-17	X21-X74
X74	X22	-5.400994998266929e-17	X22-X74
X74	X23	-1.6193237931394085e-16	X23-X74
X74	X24	-4.60675595311731e-18	X24-X74
X74	X28	1.3300391420692757e-16	X28-X74
X74	X30	-7.249302300186764e-17	X30-X74
X74	X32	8.224895746459254e-17	X32-X74
X74	X37	7.516734823351386e-17	X37-X74
X74	X38	-6.095322862636287e-17	X38-X74
X74	X39	6.54001816612299e-17	X39-X74
X74	X41	-1.190552330494032e-17	X41-X74
X74	X46	-8.751314171319984e-17	X46-X74
X74	X47	1.25507011259208e-16	X47-X74
X74	X51	1.1625210065512328e-16	X51-X74
X74	X52	-9.485306833245442e-17	X52-X74
X74	X57	-4.869222879006057e-17	X57-X74
X74	X59	-1.36767287722297e-16	X59-X74
X74	X63	6.65322294219658e-17	X63-X74
X74	X65	1.064186523581526e-16	X65-X74
X74	X67	1.0418946242651032e-16	X67-X74
X74	X68	8.048131767724499e-17	X68-X74
X74	X69	-1.3642274983958216e-17	X69-X74
X74	X7	-5.779472880505354e-17	X7-X74
X74	X72	1.1678926201561945e-17	X72-X74
X74	X74	1.000000000000001	X74-X74
X74	X99	-3.6405874401702726e-17	X99-X74
X75	X1	-6.109163762896585e-16	X1-X75
X75	X10	3.6073922703926816e-15	X10-X75
X75	X100	-1.9532739308814906e-17	X100-X75
X75	X11	1.1168256828976515e-17	X11-X75
X75	X13	-2.065188027749127e-14	X13-X75
X75	X14	-3.134377400164904e-15	X14-X75
X75	X15	-3.740997895595614e-14	X15-X75
X75	X17	-2.446468408884021e-14	X17-X75
X75	X19	5.404306357638773e-16	X19-X75
X75	X2	4.680701185125471e-17	X2-X75
X75	X20	7.052590414706703e-17	X20-X75
X75	X21	-1.3707728880620498e-15	X21-X75
X75	X22	9.225844777690825e-16	X22-X75
X75	X23	-7.637727229895755e-16	X23-X75
X75	X24	2.7685198554945856e-17	X24-X75
X75	X25	4.810467559278631e-16	X25-X75
X75	X26	-1.512744782057897e-17	X26-X75
X75	X27	-2.4177956312634046e-16	X27-X75
X75	X28	4.55769962521282e-16	X28-X75
X75	X29	2.872445122966752e-16	X29-X75
X75	X3	1.1873353753534796e-16	X3-X75
X75	X31	-2.2699944338761618e-17	X31-X75
X75	X32	1.2496700794818956e-16	X32-X75
X75	X33	6.117561088790385e-16	X33-X75
X75	X34	-3.053008569063313e-18	X34-X75
X75	X36	9.286586731237363e-17	X36-X75
X75	X37	-2.2210125020874977e-16	X37-X75
X75	X38	-2.588203509831818e-16	X38-X75
X75	X39	-1.4455261163642416e-16	X39-X75
X75	X4	-6.9078293545829875e-18	X4-X75
X75	X40	5.006521983826903e-16	X40-X75
X75	X41	1.9621856221568387e-17	X41-X75
X75	X42	9.959599219739349e-17	X42-X75
X75	X43	-1.4711174080880042e-16	X43-X75
X75	X44	3.755235580024064e-18	X44-X75
X75	X45	-1.3661061144038973e-16	X45-X75
X75	X48	1.9851083705810834e-16	X48-X75
X75	X5	9.662091318918448e-18	X5-X75
X75	X51	-2.832290908558175e-16	X51-X75
X75	X52	-1.3583680482937297e-16	X52-X75
X75	X53	8.495147668860488e-18	X53-X75
X75	X59	8.061169265596852e-17	X59-X75
X75	X6	9.557075933884624e-18	X6-X75
X75	X60	-2.8499005325461676e-17	X60-X75
X75	X61	-6.495417860427869e-17	X61-X75
X75	X64	-4.613024021919749e-16	X64-X75
X75	X67	-1.492120986744725e-16	X67-X75
X75	X68	6.247126030542281e-16	X68-X75
X75	X7	-1.785752827475098e-16	X7-X75
X75	X71	-1.43237250919427e-16	X71-X75
X75	X72	-3.764510393433913e-17	X72-X75
X75	X75	0.9999999999999979	X75-X75
X76	X1	-1.6988906785766735e-17	X1-X76
X76	X100	1.210199366775524e-19	X100-X76
X76	X12	6.005685587035505e-18	X12-X76
X76	X13	-1.1885382004208215e-17	X13-X76
X76	X15	2.8133413101019894e-17	X15-X76
X76	X18	1.4319220357761646e-17	X18-X76
X76	X20	-1.0785467041043976e-17	X20-X76
X76	X23	1.3684017761329222e-16	X23-X76
X76	X24	2.9732582834871148e-18	X24-X76
X76	X26	1.851739379633153e-18	X26-X76
X76	X3	1.5164435545392036e-17	X3-X76
X76	X30	1.7752130858326845e-17	X30-X76
X76	X34	4.446545072662357e-19	X34-X76
X76	X35	-2.3517001650829928e-17	X35-X76
X76	X36	-5.431222071567275e-17	X36-X76
X76	X37	2.4106250940189115e-17	X37-X76
X76	X38	2.728766997642613e-17	X38-X76
X76	X4	-7.783227705949135e-19	X4-X76
X76	X40	-6.154242148681955e-18	X40-X76
X76	X41	3.263118535416144e-18	X41-X76
X76	X42	-4.143055341343446e-18	X42-X76
X76	X43	-4.1160605387758053e-17	X43-X76
X76	X44	-4.799012020811147e-19	X44-X76
X76	X45	7.943381871466694e-17	X45-X76
X76	X46	-2.745181154864107e-17	X46-X76
X76	X47	1.699922787025807e-17	X47-X76
X76	X5	-5.301193773466637e-19	X5-X76
X76	X51	1.6524952671928454e-17	X51-X76
X76	X54	1.7093515314101597e-17	X54-X76
X76	X56	3.093918453446717e-17	X56-X76
X76	X59	-5.30302835344241e-17	X59-X76
X76	X61	3.1315416599093886e-18	X61-X76
X76	X62	-1.6588013931960104e-17	X62-X76
X76	X63	-2.2749112953553925e-17	X63-X76
X76	X65	4.381359717514895e-17	X65-X76
X76	X68	1.3199115228315382e-17	X68-X76
X76	X69	-9.563164207939135e-18	X69-X76
X76	X71	-3.0693904196944743e-17	X71-X76
X76	X72	-4.0419356345113065e-18	X72-X76
X76	X73	5.4012246812292193e-17	X73-X76
X76	X74	9.603831256188804e-17	X74-X76
X76	X75	2.3560961443427268e-17	X75-X76
X76	X76	0.9999999999999999	X76-X76
X76	X91	8.772606643839565e-19	X91-X76
X76	X99	1.1747806710909091e-17	X99-X76
X77	X10	-3.1358290416094085e-16	X10-X77
X77	X12	-5.692310732795644e-17	X12-X77
X77	X14	-1.0269225883000233e-15	X14-X77
X77	X17	-1.035240257885002e-15	X17-X77
X77	X19	-2.3534264027965944e-16	X19-X77
X77	X2	-2.2933991018530176e-16	X2-X77
X77	X22	-5.461924858851698e-16	X22-X77
X77	X23	-3.299054638236041e-15	X23-X77
X77	X24	-4.845870278666844e-17	X24-X77
X77	X25	4.315073686557862e-16	X25-X77
X77	X27	-6.21378946544703e-16	X27-X77
X77	X28	-1.0291441820110427e-15	X28-X77
X77	X3	-1.856483079713466e-16	X3-X77
X77	X30	-1.4904707845965986e-15	X30-X77
X77	X31	-8.857237401217582e-17	X31-X77
X77	X32	-1.1214802516349809e-15	X32-X77
X77	X34	1.560384681719967e-17	X34-X77
X77	X35	-6.69479870154932e-16	X35-X77
X77	X36	6.677102193116265e-16	X36-X77
X77	X37	6.404113253146712e-16	X37-X77
X77	X38	-4.484376071594925e-16	X38-X77
X77	X39	8.186589418756514e-16	X39-X77
X77	X4	1.1670224392044728e-17	X4-X77
X77	X40	1.9323068484505757e-16	X40-X77
X77	X42	-2.37458185092829e-16	X42-X77
X77	X43	8.562230028641962e-16	X43-X77
X77	X46	1.158113509068311e-15	X46-X77
X77	X47	5.626403977842423e-16	X47-X77
X77	X49	-5.81841840211088e-17	X49-X77
X77	X50	-1.2497123465648147e-17	X50-X77
X77	X51	7.164172016011257e-16	X51-X77
X77	X52	-3.852307568324401e-16	X52-X77
X77	X53	-1.1678621861606637e-17	X53-X77
X77	X56	1.7231411511798951e-15	X56-X77
X77	X58	9.208983193097265e-17	X58-X77
X77	X59	8.504525171980875e-16	X59-X77
X77	X61	1.1469051780983836e-16	X61-X77
X77	X64	-4.459974037371807e-16	X64-X77
X77	X67	-5.856454468861553e-16	X67-X77
X77	X68	8.561476669160655e-16	X68-X77
X77	X69	-1.0351182966916456e-15	X69-X77
X77	X7	-4.565744341832346e-16	X7-X77
X77	X70	4.447738014497734e-16	X70-X77
X77	X72	-4.1978212673819327e-17	X72-X77
X77	X73	-3.4573772418783603e-16	X73-X77
X77	X74	2.7497669240680558e-15	X74-X77
X77	X75	-1.2239178576156395e-15	X75-X77
X77	X76	6.394588006716015e-16	X76-X77
X77	X77	0.9999999999999997	X77-X77
X77	X8	-1.39462268582162e-16	X8-X77
X78	X10	6.088435414667957e-14	X10-X78
X78	X100	1.3971232726820313e-15	X100-X78
X78	X12	9.284075210079756e-15	X12-X78
X78	X13	-5.736436822257719e-13	X13-X78
X78	X15	3.892195893435162e-13	X15-X78
X78	X17	-2.2907512470459728e-14	X17-X78
X78	X19	6.219912275038616e-14	X19-X78
X78	X2	1.7345561525973473e-14	X2-X78
X78	X22	2.0590776557771054e-14	X22-X78
X78	X23	-2.874999962020278e-14	X23-X78
X78	X24	-9.7767327991453e-15	X24-X78
X78	X25	-2.1786779552209996e-14	X25-X78
X78	X26	1.3902866318269805e-14	X26-X78
X78	X28	2.6112861878334324e-14	X28-X78
X78	X29	-1.2364695297538067e-13	X29-X78
X78	X3	-7.093992250410262e-14	X3-X78
X78	X31	1.8855723536683217e-14	X31-X78
X78	X34	9.308314297080892e-16	X34-X78
X78	X36	5.485797087214151e-14	X36-X78
X78	X37	1.174211730106776e-13	X37-X78
X78	X38	4.3592137773636805e-14	X38-X78
X78	X40	2.7516160685877187e-14	X40-X78
X78	X41	1.1304557434560422e-14	X41-X78
X78	X44	-8.118122858066607e-15	X44-X78
X78	X45	-2.8322930625012724e-14	X45-X78
X78	X46	4.755967387959712e-14	X46-X78
X78	X48	-1.525909742919305e-14	X48-X78
X78	X49	-1.102064542710489e-14	X49-X78
X78	X5	-4.631578228429563e-15	X5-X78
X78	X50	-1.2959923372544423e-15	X50-X78
X78	X51	-2.6578666459997472e-14	X51-X78
X78	X56	-1.863617610664635e-14	X56-X78
X78	X57	3.6442242256238305e-14	X57-X78
X78	X58	8.345862183291359e-15	X58-X78
X78	X59	-2.3807374825126574e-14	X59-X78
X78	X6	6.555664646044829e-15	X6-X78
X78	X61	6.446930566915681e-15	X61-X78
X78	X62	3.0776343687153155e-14	X62-X78
X78	X63	1.9841309994304157e-14	X63-X78
X78	X64	7.388687167904128e-14	X64-X78
X78	X65	2.0028561977576393e-14	X65-X78
X78	X66	3.503287121774392e-14	X66-X78
X78	X67	-1.9477017254366284e-14	X67-X78
X78	X68	-2.6415317936700125e-14	X68-X78
X78	X69	-6.7945825286775484e-15	X69-X78
X78	X70	6.725935858545333e-14	X70-X78
X78	X71	8.39919743471394e-14	X71-X78
X78	X73	8.281611777358575e-14	X73-X78
X78	X75	8.025571513336345e-14	X75-X78
X78	X76	1.3556524391742848e-14	X76-X78
X78	X77	-3.570501764644886e-15	X77-X78
X78	X78	1.0000000000000018	X78-X78
X78	X8	7.652317316077391e-15	X8-X78
X78	X91	-1.3241012997845955e-15	X91-X78
X79	X1	-8.39496282801247e-18	X1-X79
X79	X10	-4.8133321302239775e-18	X10-X79
X79	X100	-1.0094079581208952e-19	X100-X79
X79	X12	-4.5414163617847855e-18	X12-X79
X79	X13	3.897394963248705e-18	X13-X79
X79	X14	-4.346708253350544e-18	X14-X79
X79	X15	5.0156659842854446e-18	X15-X79
X79	X17	1.7421672737813585e-17	X17-X79
X79	X19	-9.356495559433891e-18	X19-X79
X79	X2	-1.3735023204443065e-18	X2-X79
X79	X20	3.369426279973752e-18	X20-X79
X79	X21	5.630272621142256e-18	X21-X79
X79	X23	-8.528841204663259e-18	X23-X79
X79	X24	-3.096429747011532e-18	X24-X79
X79	X25	7.067105571233025e-18	X25-X79
X79	X26	-1.3419519910791568e-18	X26-X79
X79	X27	-4.889620369025893e-18	X27-X79
X79	X28	4.8263894162239916e-18	X28-X79
X79	X29	2.8652068532393494e-17	X29-X79
X79	X30	1.9157369185873127e-17	X30-X79
X79	X31	-3.8486701381523415e-18	X31-X79
X79	X32	5.349477481398591e-18	X32-X79
X79	X33	5.387589316926945e-18	X33-X79
X79	X34	-4.861446048316783e-19	X34-X79
X79	X36	-3.3614833494482268e-18	X36-X79
X79	X37	-2.6125061856934355e-17	X37-X79
X79	X38	2.656128000031104e-17	X38-X79
X79	X39	-4.087823813709895e-17	X39-X79
X79	X4	-8.083056690139097e-19	X4-X79
X79	X40	3.0806780095855753e-18	X40-X79
X79	X41	4.7247706733259815e-18	X41-X79
X79	X43	1.1444854070478512e-17	X43-X79
X79	X44	6.582768584199398e-19	X44-X79
X79	X45	3.521080517143036e-18	X45-X79
X79	X46	3.850599130340256e-18	X46-X79
X79	X47	-1.1994542946706455e-17	X47-X79
X79	X48	4.952702873224336e-18	X48-X79
X79	X49	3.622738086448029e-18	X49-X79
X79	X5	3.1171572802600616e-19	X5-X79
X79	X50	9.45523853894595e-20	X50-X79
X79	X51	-2.871826304234515e-17	X51-X79
X79	X52	-6.798784425473761e-18	X52-X79
X79	X53	2.5018633875760705e-19	X53-X79
X79	X54	3.312388283193276e-18	X54-X79
X79	X56	1.4585701324230388e-17	X56-X79
X79	X57	-3.865156646935767e-18	X57-X79
X79	X59	-1.1360405812173192e-17	X59-X79
X79	X6	-7.361923864662289e-19	X6-X79
X79	X61	-3.367422573916658e-18	X61-X79
X79	X62	9.88476264242637e-18	X62-X79
X79	X63	9.45592345500017e-18	X63-X79
X79	X64	-9.854202730946779e-18	X64-X79
X79	X65	2.4196296324429996e-17	X65-X79
X79	X66	-5.107131232182847e-18	X66-X79
X79	X68	-8.011042251151889e-18	X68-X79
X79	X69	6.778801831469261e-19	X69-X79
X79	X7	-5.276390862666322e-18	X7-X79
X79	X71	-1.025350739637702e-17	X71-X79
X79	X72	-3.009204958981484e-18	X72-X79
X79	X73	8.974031133374136e-18	X73-X79
X79	X74	9.040972505654088e-18	X74-X79
X79	X75	-2.6594498600255343e-17	X75-X79
X79	X76	-1.6570037671698244e-18	X76-X79
X79	X77	4.487935923262323e-19	X77-X79
X79	X78	-8.34608764486325e-20	X78-X79
X79	X79	0.9999999999999998	X79-X79
X79	X8	1.797504760422146e-18	X8-X79
X79	X84	-2.9739814218750138e-18	X84-X79
X8	X1	-2.8757824545067515e-16	X1-X8
X8	X12	5.2893087834538783e-17	X12-X8
X8	X13	-1.0825608610566824e-16	X13-X8
X8	X14	3.162444364880819e-16	X14-X8
X8	X15	3.284937820151588e-16	X15-X8
X8	X17	1.4850740340501529e-15	X17-X8
X8	X19	1.5641168312076431e-16	X19-X8
X8	X2	2.267976450786222e-16	X2-X8
X8	X20	2.3639096170431145e-15	X20-X8
X8	X21	-3.807894070826018e-16	X21-X8
X8	X24	2.18854988062636e-17	X24-X8
X8	X28	-2.3587187823336147e-16	X28-X8
X8	X33	-2.7375705473751923e-16	X33-X8
X8	X36	2.332479022137815e-16	X36-X8
X8	X37	7.297941882222955e-16	X37-X8
X8	X4	-6.4843297575870184e-18	X4-X8
X8	X42	1.4391657736619046e-16	X42-X8
X8	X45	2.7282683478477444e-15	X45-X8
X8	X46	8.099069806994159e-16	X46-X8
X8	X48	3.569963853237471e-16	X48-X8
X8	X50	1.7805136855845647e-17	X50-X8
X8	X52	3.961128376992221e-16	X52-X8
X8	X53	1.0272541542190485e-17	X53-X8
X8	X54	4.641215552417944e-16	X54-X8
X8	X56	-8.162919583392953e-16	X56-X8
X8	X58	-1.1189935990857878e-16	X58-X8
X8	X59	-2.468667853634878e-16	X59-X8
X8	X6	2.3247302011755624e-17	X6-X8
X8	X63	-7.004641456779072e-16	X63-X8
X8	X64	-3.0406730217372385e-16	X64-X8
X8	X65	-1.8789409557441098e-16	X65-X8
X8	X66	3.3268145207451037e-16	X66-X8
X8	X67	-3.45558450883276e-16	X67-X8
X8	X7	6.153230692648784e-16	X7-X8
X8	X72	1.280055556391662e-16	X72-X8
X8	X73	2.8595944094523786e-16	X73-X8
X8	X75	-3.6099049431594753e-16	X75-X8
X8	X79	5.946682065795386e-16	X79-X8
X8	X8	1.0000000000000024	X8-X8
X8	X82	4.832382096373671e-17	X82-X8
X8	X95	-1.5255301395126712e-16	X95-X8
X80	X10	-6.120525692496555e-17	X10-X80
X80	X100	-4.1839234024519226e-19	X100-X80
X80	X12	-8.38452752768637e-18	X12-X80
X80	X14	6.467910493124886e-17	X14-X80
X80	X15	7.720532910894889e-17	X15-X80
X80	X17	5.199451621721341e-17	X17-X80
X80	X19	-4.0912363596295724e-17	X19-X80
X80	X2	-3.577923323643434e-17	X2-X80
X80	X20	-2.1548270081211024e-17	X20-X80
X80	X21	1.0686460652331978e-16	X21-X80
X80	X28	-1.5827584005685687e-16	X28-X80
X80	X29	-7.408454561015075e-17	X29-X80
X80	X3	2.59405574441156e-17	X3-X80
X80	X30	6.7016187401248e-17	X30-X80
X80	X32	-5.496052861257188e-17	X32-X80
X80	X33	-7.429400784583287e-17	X33-X80
X80	X36	-1.455880853845181e-16	X36-X80
X80	X37	-5.4543642930059354e-17	X37-X80
X80	X39	4.3345327817758764e-17	X39-X80
X80	X4	-2.40670487363444e-18	X4-X80
X80	X40	-2.0834008206463608e-17	X40-X80
X80	X41	9.65687461794969e-18	X41-X80
X80	X42	-1.666708767125413e-17	X42-X80
X80	X43	1.3170563959671433e-16	X43-X80
X80	X47	-7.767676859101824e-17	X47-X80
X80	X48	-4.9297435302148827e-17	X48-X80
X80	X49	1.0385696645161721e-17	X49-X80
X80	X5	2.197837105078315e-18	X5-X80
X80	X50	-2.7386292689501328e-18	X50-X80
X80	X51	-1.0161424309470859e-16	X51-X80
X80	X52	4.7579995345760504e-17	X52-X80
X80	X53	-2.2548456089046834e-18	X53-X80
X80	X54	-6.968021451311264e-17	X54-X80
X80	X56	-4.7586920589665576e-17	X56-X80
X80	X58	1.8264451733667307e-17	X58-X80
X80	X59	-4.742027913420703e-17	X59-X80
X80	X6	-5.6832944387144656e-18	X6-X80
X80	X64	4.447786400941561e-17	X64-X80
X80	X65	-7.137143159289342e-17	X65-X80
X80	X67	1.1352722903184094e-16	X67-X80
X80	X68	-4.7102680541929337e-17	X68-X80
X80	X71	-9.489065259440065e-17	X71-X80
X80	X72	-6.989869158646957e-18	X72-X80
X80	X73	8.589944653038695e-17	X73-X80
X80	X75	9.9813392389442e-17	X75-X80
X80	X76	-2.845468381174925e-17	X76-X80
X80	X78	-3.4961416243342667e-19	X78-X80
X80	X79	-7.661227119858115e-17	X79-X80
X80	X80	0.9999999999999989	X80-X80
X80	X82	-8.293635546824e-18	X82-X80
X80	X95	2.812467019965678e-17	X95-X80
X81	X1	-1.8836495818685516e-16	X1-X81
X81	X10	7.148937429472326e-15	X10-X81
X81	X100	-7.377079132261606e-18	X100-X81
X81	X11	1.6162166553597506e-17	X11-X81
X81	X12	-2.0409298843721836e-16	X12-X81
X81	X13	2.509910431094424e-14	X13-X81
X81	X14	1.1007136441928916e-15	X14-X81
X81	X15	-1.127804761036471e-15	X15-X81
X81	X17	-1.2802248596724392e-15	X17-X81
X81	X18	1.1990023071853373e-15	X18-X81
X81	X20	9.843380514088656e-16	X20-X81
X81	X21	-1.629625081154312e-14	X21-X81
X81	X22	-2.365219129088915e-15	X22-X81
X81	X23	2.1546297539470593e-15	X23-X81
X81	X24	-1.7497803759037422e-16	X24-X81
X81	X25	-9.65664481563284e-16	X25-X81
X81	X27	8.029262288622182e-16	X27-X81
X81	X28	4.396536235181699e-16	X28-X81
X81	X29	-7.683498316977623e-16	X29-X81
X81	X33	2.5069860723784463e-16	X33-X81
X81	X34	1.28938148062499e-17	X34-X81
X81	X36	7.698247140328486e-16	X36-X81
X81	X37	-9.823597351926212e-16	X37-X81
X81	X38	3.7640345643345925e-16	X38-X81
X81	X39	-8.309755830799897e-16	X39-X81
X81	X4	-2.2371855228976753e-17	X4-X81
X81	X41	2.540413395412957e-16	X41-X81
X81	X43	6.153330981272141e-16	X43-X81
X81	X48	-1.3775124331617363e-16	X48-X81
X81	X49	-3.097177874086409e-17	X49-X81
X81	X50	2.5068122049517537e-17	X50-X81
X81	X54	-2.3004301456926694e-16	X54-X81
X81	X56	-4.812099492713066e-16	X56-X81
X81	X57	-1.930173353918843e-15	X57-X81
X81	X6	-2.607733101807423e-16	X6-X81
X81	X60	8.085764281853097e-16	X60-X81
X81	X61	5.480155481804699e-17	X61-X81
X81	X65	2.975345202829119e-16	X65-X81
X81	X67	-2.0942745382375137e-16	X67-X81
X81	X69	-3.532289877957097e-17	X69-X81
X81	X7	4.934379005539079e-16	X7-X81
X81	X71	4.4020352226947467e-16	X71-X81
X81	X72	5.0290315306291324e-17	X72-X81
X81	X76	1.0078063123895928e-16	X76-X81
X81	X77	-1.714683996440654e-17	X77-X81
X81	X8	1.7444289758848054e-16	X8-X81
X81	X81	1.000000000000001	X81-X81
X81	X86	-3.7840478770830805e-17	X86-X81
X81	X92	-3.1279333718122004e-17	X92-X81
X81	X94	1.396640558518956e-16	X94-X81
X81	X96	-1.3498032817102882e-16	X96-X81
X81	X98	1.6517480849036786e-16	X98-X81
X82	X1	2.0457391288786888e-15	X1-X82
X82	X10	-1.5870643532316953e-14	X10-X82
X82	X100	-1.371652933695479e-16	X100-X82
X82	X12	-1.275576797904536e-15	X12-X82
X82	X13	5.953449822008903e-14	X13-X82
X82	X14	-1.8100452799390687e-15	X14-X82
X82	X15	5.854993574226815e-14	X15-X82
X82	X17	-2.82601689375024e-14	X17-X82
X82	X19	2.522253007072441e-15	X19-X82
X82	X2	-1.393617306695647e-15	X2-X82
X82	X20	-3.5056323695573237e-15	X20-X82
X82	X21	-7.796696035899798e-15	X21-X82
X82	X22	-1.2512802267865953e-15	X22-X82
X82	X23	3.9427559549001556e-15	X23-X82
X82	X24	-1.0680234071490456e-16	X24-X82
X82	X25	8.087422843047859e-16	X25-X82
X82	X26	6.490500569808363e-16	X26-X82
X82	X29	1.2609607743855259e-14	X29-X82
X82	X3	3.190828925412143e-15	X3-X82
X82	X30	-6.930172120865721e-16	X30-X82
X82	X31	1.2690519223946133e-15	X31-X82
X82	X34	1.3769874349781184e-17	X34-X82
X82	X36	-7.378399795327235e-16	X36-X82
X82	X37	8.96766806711835e-16	X37-X82
X82	X39	-6.626563199178871e-16	X39-X82
X82	X4	6.070030164443843e-17	X4-X82
X82	X40	-1.5312375574907493e-15	X40-X82
X82	X41	-4.945387351328536e-16	X41-X82
X82	X44	-2.7776973694400854e-16	X44-X82
X82	X45	-1.0418330211669066e-15	X45-X82
X82	X46	1.8381096751939863e-15	X46-X82
X82	X49	-1.8504911160166197e-16	X49-X82
X82	X5	4.538402216399779e-16	X5-X82
X82	X50	2.2075921875724092e-17	X50-X82
X82	X52	-6.724929103861793e-16	X52-X82
X82	X53	-2.6889043417508968e-17	X53-X82
X82	X55	1.0643261197015075e-16	X55-X82
X82	X57	7.672194674997372e-16	X57-X82
X82	X62	-1.9461826448342855e-15	X62-X82
X82	X64	-2.4434428911085523e-15	X64-X82
X82	X70	-2.1719422091458553e-15	X70-X82
X82	X71	1.8187401598014153e-15	X71-X82
X82	X73	2.1250142570018724e-15	X73-X82
X82	X75	-2.181570577318005e-15	X75-X82
X82	X76	4.169790164770158e-16	X76-X82
